"rmsehom" "rmsehet" "rmsehetseq" "rmsehomsd" "rmsehetsd" "rmsehetseqsd" "scorehom" "scorehet" "scorehetseq"
"14" 2.19803228846121 2.17246285995049 1.69807844400977 1.69537709426064 0.812245413188174 1.46282350859138 -4.18487896033827 -3.92124630287211 -3.9220590718556
"15" 2.05616711165047 2.00258561193785 1.36213183867897 1.70235509458422 0.845230703094679 1.45294315219404 -4.02586202953692 -3.82677723828907 -3.87856168039809
"16" 2.32131939381453 2.3213179556041 1.54805728186594 1.71043638726516 1.12471717208412 1.28219465714817 -4.35210544301112 -4.22637640544687 -4.17502150300561
"17" 2.01975735332632 1.93205058657354 1.74000203619709 1.71414496447624 0.893609801677278 1.50702650059944 -4.10190597834923 -4.01512275743813 -3.98658136597815
"18" 2.21395484055738 2.27294830127654 1.45147514867386 1.77029108038666 1.0146268643333 1.207082251026 -4.09504118439998 -4.22189244057104 -3.89840788704175
"19" 1.94719680729876 1.91827538071499 1.50434187794022 1.67690424945915 1.04376811961471 1.44096535603522 -4.02763222282502 -3.87475009825125 -3.91860339658757
"20" 2.12114691875763 2.02013052643962 1.6378238036228 1.68840934031108 0.914756624417117 1.36646720042746 -3.94268858931039 -3.7797075917327 -3.74918264670917
"21" 1.87948523208034 1.93975198476069 1.82356847497832 1.71351972121754 0.964571741374772 1.0453951676614 -4.06036618356715 -3.76971281827106 -3.85775632488449
"22" 2.33601566735523 2.32114569504649 1.65449598563428 1.71893525605713 1.37228424732015 1.22837529783189 -4.32782734311233 -4.24326373255184 -4.14539384665064
"23" 2.15177578601555 1.98087993540038 1.76776534170088 1.68104064662075 0.793260830570562 1.43691558996123 -3.87055779088977 -3.6496028894564 -3.75690346313685
"24" 2.50406426266559 2.32951139099017 1.53069280655218 1.6817368651142 0.823222645343123 1.47421212091453 -4.21902687691335 -4.02965094504273 -3.83054377018231
"25" 2.11268758143922 2.07594307614833 1.62086686133442 1.67415397960584 1.08191408477935 1.33492535666287 -4.18246367045087 -3.86052246071703 -3.84996714427554
"26" 3.04053330070915 2.87678695925588 1.63699125794344 1.75297544472777 0.867967059448151 1.49296832152191 -4.28873014857011 -4.10777291957447 -3.95623316994739
"27" 2.2683320799789 2.2643865319309 1.70300357900036 1.6930163833601 0.89772337533478 1.35284964704448 -4.04526184567041 -3.77782911344127 -3.96236494017966
"28" 2.28881121467835 2.14283167701069 2.21292779334881 1.8096234828204 0.95987423335718 1.64832762272693 -4.25624828373905 -3.99456011583753 -4.21463313374113
"29" 2.08895306332713 2.04896275328952 2.11024953419479 1.69036970037171 0.883278217515592 1.46108074104985 -4.04775647049462 -3.73162578634411 -3.97188179034141
"30" 2.11606734582065 2.0956780229956 1.81229257219782 1.67445333352185 1.17334968729118 1.45976146700297 -3.92831439564429 -3.93421383619473 -3.79234298645423
"31" 2.01306325972031 2.04529956581145 1.71953142576632 1.71755000320184 0.950847291419109 1.48877565219966 -4.02956301079453 -3.90587336577793 -3.89436531285011
"32" 1.97497093780236 2.29634173328855 1.89203265831168 1.69100281735081 1.34831315979951 1.05919431709981 -4.10216075442229 -4.04160713696539 -3.97337076582678
"33" 2.18572521407053 2.21342464682637 1.48501675488824 1.71723974546814 1.02505991345136 1.13386621597389 -4.0266640659526 -3.85060398651939 -3.67827010904662
"34" 2.03766754469693 1.99575559567923 1.67688458527837 1.68093837030814 0.949318860763327 1.48363270588335 -3.91541325779535 -3.9667628177666 -3.82853929294443
"35" 2.45152171070053 1.97069454054035 1.91897454967925 1.70032926702418 0.980493834952651 1.49292027393218 -4.19208996286742 -3.79106926606732 -3.91011184835145
"36" 2.25425467683753 2.2462668180982 1.61604242416208 1.72358274460975 0.912333605680824 1.12183558712264 -4.08489664201331 -3.90700461786269 -3.75430589808447
"37" 1.98131168902948 2.08864647076022 1.69722755363622 1.67048260779429 0.928608523088455 1.43350762321754 -4.09290285955482 -3.78289837482889 -3.88585366636906
"38" 2.17151677516611 2.01042744569138 1.65295168611503 1.70707879728798 1.04511725580192 1.30719849995283 -4.10233087842521 -3.76892603621967 -3.92311028360592
"39" 2.36428187653009 2.27336552727614 1.65484429950158 1.69802852663884 0.852813828716652 1.41141178025431 -4.24611203291267 -3.84162281852758 -4.01360207130182
"40" 1.93600323179502 1.90333014195008 1.62945095228056 1.72288332565415 1.08092864275623 1.1330882064729 -4.05712505132983 -3.72898135351334 -3.81564696378561
"41" 1.78215891429488 1.78103562293469 1.74778623236254 1.68219736300514 1.05445601653929 1.54775144275591 -4.04453175396028 -4.0228234314237 -4.21474135720154
"42" 2.0991713725215 2.03809938698045 1.85323800696486 1.70966125120312 0.993830524059328 1.43167864448813 -4.04243588085272 -4.1819993643526 -3.84458356141231
"43" 2.06948442120988 2.01857633326014 1.94842634638289 1.68226401301202 1.06682651047966 1.21880890383401 -4.11543346759249 -4.12685250346893 -4.06403002718245
"44" 2.26758326877145 2.19396995282886 1.63189822098221 1.67900987249483 0.946166683218647 1.30860082316282 -4.12232468514446 -3.92456566929988 -3.87289063425046
"45" 2.37945116398796 2.30617911663466 1.53906124934775 1.68809064734382 0.983828236227282 1.22553192718206 -4.30548071291816 -4.17339022085977 -4.06712875024155
"46" 2.1025579535403 1.97671322053567 1.58326385201523 1.72873840580441 0.891108736952465 1.03260023487685 -4.06582816280182 -3.84709793167869 -3.89109060105614
"47" 1.80875218752752 1.74328350009148 1.44031395526383 1.70827354324583 0.756952578821977 1.45884474953461 -4.20693643194692 -3.87226269271336 -3.95796007366506
"48" 2.03464928773507 2.00963422939246 1.72678328208794 1.70788859979452 0.888830912969469 1.49926173812871 -4.06719717337965 -4.0072171974124 -3.93247210823898
"49" 2.27170217627124 2.02183100483464 1.89351029164525 1.69808561681394 1.81077907836528 1.52348648292338 -4.09951953191283 -4.39162804158904 -3.98851645656423
"50" 2.06044926421809 2.00564623810198 1.59805030064936 1.71449847841806 1.83022647834598 1.46796671122417 -4.07707955070081 -4.3364311793839 -3.92571830406575
"51" 2.24252093569164 2.11526105496886 1.47518703973788 1.73346398326827 0.894088999555642 1.40631392928163 -4.18093554750343 -3.95557757290826 -3.95344901375898
"52" 1.79772538261031 1.81328101667402 1.51372852481755 1.72905686785202 0.972438840507849 1.39563920128537 -4.036881665701 -4.17606887400806 -3.86760203166911
"53" 1.98467138576285 1.99590458948645 1.73345183760483 1.68204436603018 0.850136875563659 1.32898633943352 -4.05964123320428 -3.72946370603842 -3.81670471450953
"54" 2.11800580083105 2.01296242136846 1.60516804183038 1.69060278426298 1.42668047859748 1.29492371833452 -3.97446213803279 -3.70098526152997 -3.77383217183482
"55" 2.0136750636421 2.02904207181806 1.62656665126037 1.6864935808389 0.916238278039228 1.39150999253697 -4.04634105308444 -4.02451438448529 -3.81374528606529
"56" 1.88640072221335 1.87449824074785 1.54470513829513 1.67987319553576 0.972022573244535 1.24432975780747 -4.04698342017337 -3.75435849092491 -3.87522532396004
"57" 2.01775426604702 2.04994874294218 1.8322960234091 1.7206286397126 0.98727319466803 1.49594799677557 -4.05359958033004 -3.91015698830506 -3.9593013777532
"58" 1.57698298993379 1.7006266916628 1.66293856659785 1.71034105432018 1.27781413152309 1.37693113566817 -4.02318370894388 -3.86112209988572 -3.86264059896745
"59" 2.12772369082632 2.1340010386321 1.62164939885284 1.703145946973 1.05723364950172 1.25154505176115 -4.07544241083186 -3.89812217275062 -4.07060146237847
"60" 2.17322339961789 2.09290380650068 1.62480841099107 1.68507044346588 0.887514782546577 1.46164483448331 -4.1395954570851 -3.84140929715082 -3.89544642635789
"61" 2.49166039498327 2.48484764878985 1.42160041605025 1.69425757396642 0.871371058135114 1.2077131433851 -4.15185191852755 -4.00341271833478 -3.84172223282928
"62" 1.85819323546177 1.89165689694011 1.46054552044396 1.70968349087286 0.915383788896918 1.44981261148238 -4.08342018425556 -3.84583791945931 -3.88464254715581
"63" 2.17013374279323 2.17647617214626 1.77179678987068 1.70097794224121 1.17727557484471 1.48739766829624 -4.26193940687607 -4.3509366627099 -4.14531134007388
"64" 2.24909419997047 2.16948068414535 1.60703009198245 1.75999787434141 1.3869860780158 1.3800895534834 -4.08219912566806 -3.95193772803385 -3.78415205481507
"65" 1.95677076236539 2.00193188160203 1.53282816196429 1.69595743059875 1.05557151993099 1.4023618397425 -4.01303229721138 -4.00182452253021 -3.87017713053221
"66" 2.04572205597702 1.97655825470117 1.59745126510217 1.70330866055498 1.06305810189604 1.07730374676275 -4.0625042097963 -4.16452281479151 -3.85013193102868
"67" 2.01729614678058 2.18626575943552 1.54804142871961 1.6837979497176 1.1721376462329 1.41057424359798 -4.2388636290283 -4.09086920592832 -4.00405734049898
"68" 1.96721321195944 1.97412342285311 1.7722483505853 1.70207685888821 0.866485649482471 1.17667560588486 -4.11684935775389 -3.83222450415183 -4.02810760374164
"69" 2.30696080367117 2.2525983396255 1.69808124650476 1.69863063258769 1.02388801374456 1.4912874920753 -4.2164377140547 -4.02925044345936 -3.93648856941951
"70" 2.26194275741152 2.25523610034621 1.50205897286435 1.70514082421726 1.18568214221188 1.37032718352884 -4.1845120776521 -4.03629892019882 -3.87766914106096
"71" 2.04869074313364 2.00312498873879 1.83103248624153 1.69171368783216 0.932000637363712 1.44023228675854 -4.1662447668654 -3.93657494472909 -4.03487575958448
"72" 1.82176274164844 1.77984404643985 1.45448068388383 1.68831613473548 1.13367515265968 1.21654613394566 -3.99557811848577 -3.73664156015262 -3.82191185955828
"73" 2.14405552718901 2.11400663960704 1.70120404230104 1.72310201868378 0.833974420132285 1.0769461886452 -4.05063257283598 -3.79962882457988 -3.75853631822497
"74" 2.13943731132293 2.08581687076234 1.72509912622321 1.74628654793613 0.987441163607927 1.40736463396026 -3.99214120816223 -3.79487607965848 -3.81769743209648
"75" 2.2977448514923 2.22005758748939 1.58623903307392 1.77732810204844 1.0889216823228 1.23519678094592 -4.2032109557712 -4.18445502307137 -3.84119383628246
"76" 2.15254250060385 2.28273551585317 1.42405109598974 1.72677109376384 0.918925241584012 1.41129018514827 -4.0193224015362 -3.8493310656076 -3.78820781833043
"77" 2.11870232104098 2.00967227779905 2.09882829821875 1.74978418819551 1.15524878158218 1.47995561843346 -4.12073958403533 -3.96239041071866 -4.01288495759023
"78" 2.05117789323483 2.0446828276269 1.57030913536889 1.69188223264977 1.00144414180527 1.47742865002633 -4.1938362476399 -4.01679834171343 -3.92688386743418
"79" 2.28901643147869 2.16066747444543 1.57554014679007 1.70563780943318 0.888465243634747 1.68959171396834 -4.13409917457638 -3.91250562549884 -4.01986432961661
"80" 2.06495154156049 2.02138296641182 1.58391617405992 1.69340924559822 0.827402859194994 1.45750332633817 -4.08660330609613 -3.92968539176673 -3.95273600747772
"81" 2.25094303934349 2.26695371115367 1.6773513500662 1.68987475825784 0.970431646304684 1.45541994351374 -4.28435578761509 -4.2396487117019 -4.0464038609383
"82" 2.08006773118757 2.11782083076226 1.96370424284392 1.73630182042139 0.962127764647747 1.4451648519844 -4.02231366160771 -3.87944695150504 -3.93660464090817
"83" 2.15758458711084 2.25603284042968 1.47380054755027 1.72296376051106 1.22112580638969 1.38387282039867 -4.23301278726101 -4.06358108408579 -4.02569785793111
"84" 2.27895754774532 2.34922477102099 1.49996630003362 1.72365492260393 1.06232037243126 1.21965941377038 -3.98469822751458 -3.88427213991754 -4.01158101579482
"85" 2.21798164407448 2.16741116195036 1.67390446043825 1.71416175270412 0.875926427972733 1.49574908188534 -4.05083618623464 -3.82010606526838 -3.72614177878908
"86" 1.98715785851162 1.9672312281813 1.47496183091965 1.68926244684425 0.954256567784381 1.41943597687771 -4.18915878397938 -4.16378648940598 -3.97774390505733
"87" 2.0794684559102 2.06881201842776 1.71558282796779 1.69899454057436 0.98198530703432 1.43054557393159 -4.09344383354087 -3.99616038416017 -3.85458813505443
"88" 2.11232564493366 2.11254951313893 1.69406545868229 1.67431489213326 0.860050430158227 1.66763358269267 -4.04964015927435 -3.81919692228064 -3.96139452826265
"89" 2.1850148666718 2.17083873921249 1.52153388784362 1.68285867389627 1.13543034135007 1.37862053919811 -4.16514175578716 -3.99691475863093 -3.8876993432177
"90" 2.19279874812535 2.37416752822993 1.57364558712601 1.78906723714959 1.24311929185484 1.43981756285807 -4.09376376240188 -4.04441302939593 -3.80881509422172
"91" 1.96633897572141 1.83736110762226 1.93820293894643 1.71234120480597 0.958145024622802 1.56922920778721 -4.12959213219859 -4.01653036533502 -4.05980458689676
"92" 2.75918299373226 2.70990801452426 1.6148591764508 1.68364536572671 0.809127003052285 1.23496505107309 -4.24192397757686 -3.95967790255715 -3.7330560642552
"93" 2.35359682914332 2.37849608737217 1.41118706262147 1.69920815345616 0.983944992928132 1.43582921512141 -4.1407076369401 -4.25923660110834 -3.78079952578389
"94" 1.71418511703055 1.97069574842424 1.61634246065375 1.74928557619065 0.937505011474515 1.36146080256924 -4.19837820962846 -4.01542942163203 -4.02195213532456
"95" 1.86599609829038 1.82492352298262 1.76066080532674 1.71710736046958 0.767353858041319 1.41667409230017 -4.06801948265874 -3.81272843042283 -3.89678162000093
"96" 2.37319559700722 2.37836654292207 1.85312656904951 1.67090851200393 0.95846670476991 1.53223665632963 -4.18646840651297 -4.17513874768187 -4.05357679552979
"97" 1.9264648338452 1.90257085749705 1.58686501041744 1.71887627541575 0.928171680696004 1.25728303812869 -3.96552425922494 -3.94381167451028 -3.89899756031598
"98" 2.23216431802168 2.13622673563798 1.55281704272042 1.67578259249732 0.961472925467925 1.29139828943563 -4.05335004903166 -3.95847882882829 -3.75714313420417
"99" 2.08549102461591 1.99351789686932 1.54444309809787 1.71680066248057 0.940523706026982 1.6092648337706 -4.03002435797309 -3.81868258769583 -3.80225118547519
"100" 1.94671787474226 1.94552836485237 1.77332967373585 1.6865674542215 0.828442589353933 1.39515232549528 -4.02667721449246 -3.80197150716556 -3.87783705216616
